name;slug;article_no;ean;price;price_numeric;currency;weight;weight_g;dimensions;short_description;description;categories;colours;images;url
"Covert surveillance vest -05";covert-surveillance-equipment-vest-05;;;;0;EUR;;0;;"Carry all the equipment you need concealed under your jacket";;"Police gear, Covert gear, Vests &amp; Chest rigs";"Size 1, Size 2, Size 3";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001.jpg, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001_4.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2503.jpg, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/18-00484-01-001_8.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2489.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2490.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2498.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2500.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2488.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2295.jpg, https://products.snigel.se/wp-content/uploads/2020/04/CESV-05B_2331.jpg";https://products.snigel.se/product/covert-surveillance-equipment-vest-05/
"Covert stretch vest -16";covert-stretch-vest-16;;;;0;EUR;;0;;"The light weight equipment vest for covert carrying";;"Police gear, Covert gear, Vests &amp; Chest rigs";"Black, White, Size 1,5, Size 1, Size 2, Size 3, Clear";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/19-01098-01-000_15.jpg";https://products.snigel.se/product/covert-stretch-vest-16/
"Dual side covert equipment harness -11";dual-side-covert-equipment-harness-11;;;;0;EUR;;0;;"A very lightweight and tight harness for minimal covert equipment";;"Police gear, Covert gear, Vests &amp; Chest rigs";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00492-01-000_15.jpg";https://products.snigel.se/product/dual-side-covert-equipment-harness-11/
"Single side covert equipment harness -11";single-side-covert-equipment-harness-11;;;;0;EUR;;0;;"A very lightweight and tight harness for minimal covert equipment";;"Police gear, Covert gear, Vests &amp; Chest rigs";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-00602-01-000_15.jpg";https://products.snigel.se/product/single-side-covert-equipment-harness-11/
"Small leg panel -12";small-leg-panel-12;;;;0;EUR;;0;;"A safe, easy, smooth and breathable attachment plate for the leg that is easy to use, mount and remove from the leg";;;"Black, Grey, Khaki, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/14-00101-01-000_15.jpg";https://products.snigel.se/product/small-leg-panel-12/
"50 mm buckle adapter set";50-mm-buckle-adapter-set;;;;0;EUR;;0;;;;"Leg panels, Miscellaneous products";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/40-00102-01-000_8.jpg";https://products.snigel.se/product/50-mm-buckle-adapter-set/
"Leg attachment light -10";leg-attachment-light-10;;;;0;EUR;;0;;"Note: Only the webbing and attachment is included in this product, no pockets or bags";;"Tactical gear, Leg panels";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ALL-10B_15.jpg";https://products.snigel.se/product/leg-attachment-light-10/
"Belt attachment -11";belt-attachment-11;;;;0;EUR;;0;;;;"Leg panels, Miscellaneous products";Various;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/26-00598-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/26-00598-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/26-00598-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/26-00598-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/26-00598-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/26-00598-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/26-00598-01-000_6.jpg";https://products.snigel.se/product/belt-attachment-11/
"Covert elastic equipment belt 2.0";covert-elastic-equipment-belt-2-0;;;;0;EUR;;0;;"A very lightweight and tight belt with integrated compartments for covert equipment";;"Belts, Covert gear";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9182.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9183.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9165.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9169.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9170.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9172.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9177.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9178.jpg, https://products.snigel.se/wp-content/uploads/2020/11/12-01757AD01_9179.jpg";https://products.snigel.se/product/covert-elastic-equipment-belt-2-0/
"Combat belt harness -14";combat-belt-harness-14;;;;0;EUR;;0;;;;"Belts, Multicam";"Black, Grey, Multicam";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/15-01029-01-000_15.jpg";https://products.snigel.se/product/combat-belt-harness-14/
"Light combat belt 1.0";light-combat-belt-1-0;;;;0;EUR;;0;;;;"Belts, Multicam, ALL PRODUCTS";"Grey, Size 1, Size 2, Size 3, Clear";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3248.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3258.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3264.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3249.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3260.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897A09_2438.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3256.jpg, https://products.snigel.se/wp-content/uploads/2020/10/E-MC-Hoor_8389.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor_8425.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3259.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897A09_4988.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-SweC-Fst_5102.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-SweC-Fst_5124.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-SweC-Fst_5243.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897A09_5937.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897A09_5926.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897A09_5927.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897A09_5930.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-SweC-Fst_5174.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3262.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3255.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3251.jpg, https://products.snigel.se/wp-content/uploads/2020/04/13-01897AJ-09_3250.jpg";https://products.snigel.se/product/light-combat-belt-1-0/
