name;slug;article_no;ean;price;price_numeric;currency;weight;weight_g;dimensions;short_description;description;categories;colours;images;url
"Small Admin pouch";small-admin-pouch-12;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";"• MOLLE bands on the front.
• Velcro covered outside where you can attach a patch.
• Inside window for maps or notes.
• inside elastic compartments for pens or papers.
• Tuck in attachment system makes it possible to attach the pouch on any equipment vest or belt.";"Holders &amp; pouches, Admin products";"Black, Grey, Multicam";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B09_6644.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B01_6694.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B09_6701.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B09_6645.jpg, https://products.snigel.se/wp-content/uploads/2020/04/EF-Sk-20-2166.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MulCam-19_1040868.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00309-01-000_15.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00309-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00309-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00309-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00309-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-Sk-20-4564.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor_8254-1.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B09_6699.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B01_6695.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B01_6643.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-00309B01_6642.jpg";https://products.snigel.se/product/small-admin-pouch-12/
"Virve radio pouch -10";virve-radio-pouch-10;;;;0;EUR;;0;;;;"Holders &amp; pouches, Tactical gear";"Black, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01078-01-000_8.jpg";https://products.snigel.se/product/virve-radio-pouch-10/
"VIRVE pouch, Basic-11";virve-pouch-basic-11;;;;0;EUR;;0;;;;;"Black, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00144-01-000_14.jpg";https://products.snigel.se/product/virve-pouch-basic-11/
"Radio pouch -15";radio-pouch-06-15;;;;0;EUR;;0;;"The pouch for many different radios";;"Holders &amp; pouches, Police gear, Tactical gear, HighVis";"Black, Grey, HighVis yellow, Khaki, White";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_3.jpg, https://products.snigel.se/wp-content/uploads/2021/07/21-00270-28_3299.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-00270-01-900_15.jpg";https://products.snigel.se/product/radio-pouch-06-15/
"Canister pouch -15";canister-pouch-15;;;;0;EUR;;0;;"A light weight pouch for your large spay canister that keeps it secure, which is easy to use and attach on the equipment belt";;;Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/21-01101-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01101-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01101-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01101-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01101-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01101-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01101-01-000_6.jpg";https://products.snigel.se/product/canister-pouch-15/
"Zipped dump bag -10";zipped-dump-bag-10;;;;0;EUR;;0;;"The perfect pouch to rapidly place your empty magazines in during a fire fight.";"• Also good to store gloves, ear defenders etc in
• Use it to place evidence or other important things during a raid
• Basically the pouch is designed to carry things temporarily that you don’t want to carry in your hands
• Carried rolled up in the bottom of the equipment vest
• Pull the Large D-ring when needed
• The string with cord lock in the top can be tightened to tighten the opening of the pouch";;"Black, Grey, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_5352.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_8467.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_15.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_4638.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_6504.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_6503.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_6501.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_6498.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_5356.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_5355.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_5351.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-17_5350.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_8488.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_8481.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_8473.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_5252.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_5251.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_4641.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00519-09_4640.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00519-01-000_3.jpg";https://products.snigel.se/product/zipped-dump-bag-10/
"Micro dump pouch 2.0";ballistic-nijiiia-blanket-15;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";"• Also good for storing gloves, ear muffs etc.
• Use it to store evidence or other important items during a raid.
• Basically the pouch is designed to temporarily carry things that you do not want to carry in your hands.
• Carried rolled up in the bottom of the vest, it takes up no space under another pouch.
• To open the pouch, pull the square ring downwards, the natural way.
• Holds up to 4 magazines.";"Holders &amp; pouches, Tactical gear, ALL PRODUCTS";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_1533.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_4866.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09-4873.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_4872.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B01_1522.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B01_1521.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_1532.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B01_1524.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_1535.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_1536.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_1528.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B01_1523.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-02066B09_1531.jpg";https://products.snigel.se/product/ballistic-nijiiia-blanket-15/
"Small dump pouch 2.0";small-dump-pouch-2-0;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";"• Also good to store gloves, ear defenders, etc in.
• Use it to save evidence or other important things during a raid.
• Basically the pouch is designed to carry things temporarily that you do not want to carry in your hands.
• Carried rolled up in the bottom of the equipment vest.
• Pull the square square-ring down, the natural way, when you want to open the pouch.
• Zipper closed top. The flap can be secured open on the inside of the pouch.
• Stores up to 4 magazines.";"Holders &amp; pouches, Tactical gear";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/10/22-00301BA09_4732.jpg, https://products.snigel.se/wp-content/uploads/2020/10/E-MC-Hoor_7030.jpg, https://products.snigel.se/wp-content/uploads/2020/10/22-00301BA09_4733.jpg, https://products.snigel.se/wp-content/uploads/2020/10/22-00301A09_6633.jpg, https://products.snigel.se/wp-content/uploads/2020/10/E-MC-Hoor_8133.jpg, https://products.snigel.se/wp-content/uploads/2020/10/22-00301B09-000_4243.jpg, https://products.snigel.se/wp-content/uploads/2020/10/22-00301B09-000_4250.jpg, https://products.snigel.se/wp-content/uploads/2020/10/22-00301B09-000_4248.jpg, https://products.snigel.se/wp-content/uploads/2019/12/E-SK-Hoor-00102.jpg";https://products.snigel.se/product/small-dump-pouch-2-0/
"MG Ammunition pouch  -09";mg-ammunition-pouch-09;;;;0;EUR;;0;;"The perfect pouch to carry ammunition for the SAW/Minimi Machine gun";;;Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00511-09-000_15.jpg";https://products.snigel.se/product/mg-ammunition-pouch-09/
"Cal 50 Magazine pouch -10";cal-50-magazine-pouch-10;;;;0;EUR;;0;;"Safe storage, fast access, multiple attachment options and easy to silently open and close with one hand; it’s all included in this pouch";;"Holders &amp; pouches, Sniper gear, Tactical gear";"Grey, Multicam";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/22-00510-09-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00510-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00510-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00510-09-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/22-00510-09-000_4.jpg";https://products.snigel.se/product/cal-50-magazine-pouch-10/
"Dual Magazine pouch -18";dual-magazine-pouch-15;;;;0;EUR;;0;;"Safe storage, fast access, multiple attachment options and easy to silently open and close with one hand; it’s all included in this pouch";;"Holders &amp; pouches, Police gear, Tactical gear";"Black, Grey, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/22-00248-09_4648.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/20-00248-01-000_15.jpg, https://products.snigel.se/wp-content/uploads/2020/04/22-00248-09_9275.jpg";https://products.snigel.se/product/dual-magazine-pouch-15/
"Dual holder insert -12";dual-holder-insert-12;;;;0;EUR;;0;;;;;Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/25-00307-09-000_11.jpg";https://products.snigel.se/product/dual-holder-insert-12/
"Speed magazine pouch 2.0";speed-magazine-pouch-2-0;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";"• The size is easily changed with the elastic cord.
• Low profile to make it easier to work in an open hatch or in a car.
• The elastic string with shrink tube closure in the top is fast and easy to open
• Low cut to make it faster to remove the magazine.
• 25 mm MOLLE bands on the outside so you can attach other pouches on the outside.
• Two or more magazine pouches can be attached outside each other.
• Eyelet in the bottom to let water out.
• Tuck in attachment system makes it possible to attach the pouch on any equipment vest or belt.
• The attachment systems is easy to use both on standard 25 mm MOLLE/PALS system.
• Stores: 1 x 7,62 or 1 x 5,56 magazine or radio, pistol etc.";;"Black, Grey, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0568-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0563-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0582-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0581-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0580-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0579-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0577-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0576-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0574-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0572-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0571-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0570-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0566-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0565-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0564-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0562-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0560-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B09_0559-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B17_0588-2.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B17_0586-3.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B17_0587-2.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B17_0585.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B01_0583-3.jpg, https://products.snigel.se/wp-content/uploads/2021/05/22-01888B01_0584-2.jpg";https://products.snigel.se/product/speed-magazine-pouch-2-0/
"Elastic pouch 1.0";elastic-pouch-1-0;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";"• Two outside compartments for pistol or SMG magazines, OC spray or any other smaller gear.
• A full width inner compartment for a radio, 7,62 or 5,56 mm magazine or similar.
• The pouch is made in an elastic fabric to stay as flat as possible and keep the content rattle free and secure.";"Holders &amp; pouches, Covert gear";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-556_0541.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-556_0542.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01-762_0539.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01-762_0540.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0538.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0547.jpg, https://products.snigel.se/wp-content/uploads/2020/04/EF-SweCam-19_2599.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_7.jpg, https://products.snigel.se/wp-content/uploads/2020/04/EF-SWECam-19_2825.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_9.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-01701A_3809.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_13.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-01701A09_3825.jpg, https://products.snigel.se/wp-content/uploads/2020/04/21-01701A09_3821.jpg, https://products.snigel.se/wp-content/uploads/2020/12/16-01868A09_4462.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor_8391.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0525-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0534-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0535-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0526-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0536-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0529-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0524-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0533-1.jpg, https://products.snigel.se/wp-content/uploads/2020/03/21-01701A01-556_11.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0537-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0538-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01-762_0545-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0551-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0549-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0555-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0558-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0554-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0553-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0552-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09-762_0550-1.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0530.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0527.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0533.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0524.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0532.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0529.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01_0528.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0535.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A09_0534.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01-762_0546.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01-752_0544.jpg, https://products.snigel.se/wp-content/uploads/2021/05/21-01701A01-762-0543.jpg";https://products.snigel.se/product/elastic-pouch-1-0/
